FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,fullname
EPSRC,2115315,University of Southampton,Electronics and Computer Science,Studentship,,,,,Capezzuto,Luca,,,Multi-UAV Systems,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2115315,671CBE5D-4225-47AA-AA2B-2901585B4C41,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1946877,University of Southampton,School of Chemistry,Studentship,,,,,Smith,Danielle,,,Developing Precursors for the Electrodeposition of Early Metal Chalcogenide Semiconductors,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1946877,92F94387-54C3-40AD-8625-2A21D858AD22,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2106206,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Webster,Matthew,,,Applying a sociotechnical systems approach to improve cycling safety and increase cycling participation,2018-09-24,2018-09-24,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2106206,B81B4709-30B1-4258-A7E8-C7E55107E845,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2154441,University of Southampton,School of Chemistry,Studentship,,,,,Bavinton,Ella,,,Synthetic organic approaches for covalent inhibition of protein-protein interactions,2019-02-01,2019-02-01,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2154441,E9960E7E-4399-4E1D-A053-1360CD3969E6,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2314468,University of Southampton,Sch of Engineering,Studentship,,,,,Hahn,Pierce,,,Hydrodynamic Drag Reduction for Underwater and Surface Vehicles,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2314468,8DD58E22-CA2F-45B7-AC94-46092D0BBB19,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2115277,University of Southampton,Electronics and Computer Science,Studentship,,,,,Dinh,Le Cong,,,Coopetition: Cooperation in Competition and Its Application to Artificial Intelligence,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2115277,4B517D7B-20DA-420E-AC56-51A07B37409B,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,1786331,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Miles,James,,,Developing environmentally sensitive hydropower in the UK: investigating and mitigating impacts on freshwater fisheries,2016-09-26,2016-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1786331,D75AB74D-C736-451C-83A0-8396149937AA,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
AHRC,2245607,University of Southampton,School of Humanities,Studentship,,,,,Leith,Mary-Jannet,,,"From Caledonia to the Capital: Scottish Musicians, Music-Making and Culture in London during the Long Eighteenth Century - 1688-1815",2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2245607,44EC5727-0287-4844-A2AD-C45F091F809D,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1786079,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Hamdan,Eric,,,Compact loudspeaker arrays for 3D sound reproduction,2016-09-26,2016-09-26,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1786079,4E7CC8D8-E898-4F45-AE3A-23AC07758947,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
STFC,1953735,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Russell,Matthew,,,Holographic Descriptions of the Dark Matter Sector,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1953735,7BD269E6-7E84-4428-9E58-A1639C881636,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2282409,University of Southampton,Sch of Engineering,Studentship,,,,,Vracas,Natasha,Sophie,,The impact of bob-skeleton sled dynamics on steering performance,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2282409,13849E31-6FE1-436E-9CCE-19BB53EE4AAF,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1921672,University of Southampton,Electronics and Computer Science,Studentship,,,,,Mercier,Thomas,,,Hybrid Solar Cells and Hybrid LEDs,2017-08-01,2017-08-01,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1921672,634A9BDA-AAC6-49EB-B408-8318B696BA28,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2284252,University of Southampton,School of Chemistry,Studentship,,,,,Moraru,Ruxandra,,,Synthesis and Evaluation of Targeted Covalent Enzyme Inhibitors in Cancer,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2284252,B0A05639-9FD2-44E5-950C-814FE89C8E35,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2125931,University of Southampton,School of Mathematics,Studentship,,,,,Morton,Matthew,,,Comparing Baseline Adjustment Techniques in Individual and Community Randomized Trials,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2125931,4003099A-B0CC-42D1-A9A3-84714B100C52,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
STFC,2279917,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Fryer,Laura,Jane,,Structure of the Earth's magnetosphere under Northward IMF conditions,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2279917,01DE3B14-5B96-4B15-84C1-B878F2A1106F,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2107069,University of Southampton,School of Chemistry,Studentship,,,,,Whetter,Joseph,,,Perfecting the Properties of Optical Fiber Coatings,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2107069,66678A72-5BD3-45A3-BF77-7F00B02380B2,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2295090,University of Southampton,Sch of of Electronics and Computer Sci,Studentship,,,,,Wetherill,Stephen,,,The feasibility of enabling cochlear implant users to evaluate the functionality of their microphones away from clinic.,2017-03-07,2017-03-07,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2295090,A6E511EA-9177-4E44-BF4F-B15E2266BC36,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1786826,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Rodosthenous,Michalis,,,Increasing the Performance and Reducing the Energy Use of Domestic and Commercial Shower Systems,2016-09-26,2016-09-26,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1786826,D005FC30-8387-40D4-8541-852532DA08EC,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2281571,University of Southampton,Sch of of Electronics and Computer Sci,Studentship,,,,,Sadiq,Sulaiman,,,Energy Efficient DNNs for Inference at the EDGE,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2281571,BE88AA55-A916-4CEF-AAC8-B6C68B284FC7,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,2256869,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Avrutin,Alexandra,Louise,,Beyond global mean warming: pathways to achieve multiple climatic targets,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2256869,AB7671C8-70A6-46F4-9DCF-002D2E74F7A7,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
STFC,2279578,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Albayati,Arianna,Clarissa,,PROBING NEUTRON STARS PHYSICS USING NASA'S NICER MISSION,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2279578,92E7FC2C-B8CF-455D-B4E7-3962C40FEAEA,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2116380,University of Southampton,Optoelectronics Research Centre,Studentship,,,,,Mourgelas,Vasileios,,,Mid-Infrared Integrated Photonic Devices for Biomedical Sensing Applications,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2116380,E699A546-2CE9-457C-9C66-71176DC0D98C,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,2402993,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Jenkins,Luke,,,Storm clustering and its influence on coastal morphology and defence,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2402993,E132A49E-9FD7-4163-B75C-05B82D5A96EF,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1948860,University of Southampton,School of Mathematics,Studentship,,,,,Capone,Federico,,,Measures of quantum entanglement,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1948860,B4559BEF-0D8A-4A22-93F2-773087301677,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,1951900,University of Southampton,School of Geography,Studentship,,,,,Paddon,Laura,Isobel,,Maintaining residential independence in later life: Investigating the importance of social networks of care &amp; support,2017-01-10,2017-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1951900,AAB0CBEF-066F-4F8D-A369-42527E1CC36A,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1948511,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Mazlan,Jared,,,"Development of a small scale, low cost underwater vehicle for acoustic signature assessment",2017-01-11,2017-01-11,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1948511,1255F41F-1014-4F17-95A9-C74E1ABFC38F,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2221368,University of Southampton,Sch of Engineering,Studentship,,,,,Mughal,Bilal,Amin,,Nanomaterials for Effective Coatings with Selective Light Absorption,2019-03-15,2019-03-15,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2221368,F4D19C6E-E487-4CAE-8F99-F8C2043C6B93,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1922239,University of Southampton,Electronics and Computer Science,Studentship,,,,,Papandroulidakis,Georgios,,,Memristor-based Reconfigurable Computer Architectures,2017-06-03,2017-06-03,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1922239,E868CD5B-6106-46EE-B513-C5FEEC142637,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,1951748,University of Southampton,School of Education,Studentship,,,,,Hall,Sophie,Marie,,The writing processes of writers with and without dyslexia,2017-01-10,2017-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1951748,E1DD977B-06CF-44A5-AC5C-4AD02F98C2E0,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2106091,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Vitkova,Ariana,,,Instrumentation for in-situ exploration of Europa,2018-09-24,2018-09-24,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2106091,64CADE9D-BAC9-4395-913F-B9E28713D69D,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1941794,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,James,Alexander,,,Buzz Saw Noise Propogation in Steady Distorted Intake Flows,2016-04-07,2016-04-07,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1941794,0F55D57B-1606-4419-9DFB-66C380E5B7F3,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2278378,University of Southampton,Optoelectronics Research Centre (ORC),Studentship,,,,,Kelly,Thomas,William,,"High Sensitivity, Multispecies Raman Gas Sensing in Hollow Core Fibres",2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2278378,7C2B7C63-7F9F-479C-94DB-07B9B08A5E7D,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2225119,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Nazer,Zeina,,,Development of LIDAR for applications in transport,2018-01-09,2018-01-09,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2225119,C18C479C-8B97-4CBD-8C01-03D3C3B31E2D,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2284243,University of Southampton,School of Chemistry,Studentship,,,,,Kovacic,Kristina,,,The development of bioactives to combat neurodegenerative disease,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2284243,2424DD65-C041-4EF0-A6C2-7599EB63BD56,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,2441683,University of Southampton,Sch of Biological Sciences,Studentship,,,,,Freeman,Laura,,,Microbes and the ageing brain: do host-microbe interactions accelerate age-related cognitive decline?,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2441683,B2895771-0BB8-4CA5-A5A0-C1413E1F6D45,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2106106,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Hollebon,Jacob,,,Development of novel signal processing techniques for audio reproduction using loudspeaker arrays,2018-09-24,2018-09-24,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2106106,91890759-1F22-4704-9322-07952742CC8F,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2105863,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Faurat-Narkisian,Cesar,,,3D Printing and Nanofabrication of Multifunctional Scaffold Materials for Biomedical Applications,2018-09-24,2018-09-24,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2105863,6032757D-3805-4452-9ACB-0CA4498B2C4A,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1948507,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Moss,Ben,,,Multi-fidelity aero-servo-elastic framework for higher performance aircraft,2017-09-25,2017-09-25,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1948507,C536C1F1-0B61-47E3-ACB9-55075B4B6598,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1734072,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,Evans,Jonny,,,A Typical Day for the Road Network,2016-12-07,2016-12-07,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1734072,C7F057EC-1FE7-48EE-8305-B5D3A36008D9,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2115538,University of Southampton,Optoelectronics Research Centre,Studentship,,,,,Ilie,Stefan,,,Integrated mid-index photonics for out of plane monitoring,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2115538,2C9986DC-08AE-4FA7-9489-0B0BD0633EE2,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,1942513,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Wilson,Juliet,,,Developing a forensic test for geographic origin of seafood products,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1942513,4C3722B8-97C5-4F81-82BC-5C994A3CFBAE,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2282792,University of Southampton,Sch of Engineering,Studentship,,,,,Godfrey,Michael,Robert,,Development of minimally invasive treatments for orthopaedic surgery,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2282792,9FD65E72-9E8E-49BD-826A-5E3D13C0EC77,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,2114887,University of Southampton,Electronics and Computer Science,Studentship,,,,,Rowlinson,Ben,Daniel,,Metal Oxide RF Integrated Circuits for Internet of Things Connectivity,2018-09-27,2018-09-27,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2114887,6F19F1F0-DD35-46FD-A436-0F9118CBE473,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,1942351,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Price,David,,,"Space Environment Physics group, Physics &amp; Astronomy",2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1942351,390EF4B6-0A22-47C5-BA9E-56CFDDB004D8,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
ESRC,2122740,University of Southampton,School of Social Sciences,Studentship,,,,,Owen,Charlotte,Monika,,Health facility access barriers for adults with impairment in Cambodia,2018-01-10,2018-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2122740,A65C8792-26F8-4F1A-A87A-F2478BA68D94,924BE15C-91F2-4AAD-941A-3F338324B6AE,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1939320,University of Southampton,Faculty of Engineering & the Environment,Studentship,,,,,tisdall,Peter,,,Alternative propellants in Hall Effect Thrusters,2017-09-25,2017-09-25,0.0,,South East,Closed,https://gtr.ukri.org:443/projects?ref=1939320,6C96BA04-8E67-4745-A27F-102996E58CE5,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,2292913,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Syme,Peter,Gwyn,,Investigating the effects of environmental change on tropical montane bats,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2292913,586B74DC-E0C1-49CC-A7CD-EBB162C55CDC,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
AHRC,2245327,University of Southampton,School of Humanities,Studentship,,,,,Hills,Emma,G,,"Literature and the Imperial Imagination: Benjamin Disraeli's Reading, National Identity and Britain's Global Expansion",2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2245327,4E29F9C6-D98E-4F91-A860-8688C0E436E8,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,2276282,University of Southampton,Clinical and Experimental Sciences,Studentship,,,,,Weeks,Jake,,,Investigating the role of exosomal microRNA in host-microbiota-viral interactions in the human respiratory mucosa,2019-01-10,2019-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2276282,2F599B8B-93ED-40CA-9AAA-D4244CFE3A4D,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1921450,University of Southampton,School of Physics and Astronomy,Studentship,,,,,Piper,Lewis,,,Terahertz Absorbing Metamaterials for detection systems,2016-09-29,2016-09-29,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1921450,3F6C98DE-C3C8-4DFA-90D7-BC23E93F4FF4,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
NERC,2299690,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Zanker,Joanna,,,Variability in circulation and exchange in a sub-Atlantic island fjord,2019-09-26,2019-09-26,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2299690,3013D569-6695-4B62-ACB0-D9B2C2F3D8AA,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
EPSRC,1934785,University of Southampton,School of Chemistry,Studentship,,,,,Bacanu,George,,,Hyperpolarized Nuclear Magnetic Resonance,2017-09-28,2017-09-28,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=1934785,0AC6E972-0058-4392-BB9F-77D91FC2F4AE,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
BBSRC,2441428,University of Southampton,School of Ocean and Earth Science,Studentship,,,,,Lovegrove,Amy,,,Sustainable food security through aquaculture: Establishment of algal technology for optimal aquaculture growth and health.,2020-01-10,2020-01-10,0.0,,South East,Active,https://gtr.ukri.org:443/projects?ref=2441428,AA577D1B-778E-492A-8116-E926F22531C6,2512EF1C-401B-4222-9869-A770D4C5FAC7,30A429E3-83B7-4E41-99C0-14A144F07DFE,,
